Card_ID,Customer_ID,Card_Type,Credit_Limit,Outstanding_Amount,Annual_Fee,Status,Issue_Date
CC000070,C03466,Classic,34100.0,9670.49,999,Active,2025-09-05
CC000071,C10741,Gold,73700.0,25186.24,999,Blocked,2024-01-11
CC000072,C07391,Classic,44900.0,11714.94,0,Active,2024-07-21
CC000073,C06510,Platinum,55200.0,20844.42,1999,Active,2025-01-31
CC000074,C06835,Classic,27500.0,14558.99,999,Active,2023-11-18
CC000075,C05401,Gold,41500.0,6049.24,1999,Active,2024-02-20
CC000076,C06202,Gold,36400.0,14238.55,1999,Active,2022-09-01
CC000077,C13836,Platinum,65000.0,10334.08,999,Active,2025-03-15
CC000078,C13855,Signature,88900.0,37203.33,0,Active,2023-07-01
CC000079,C14098,Classic,66400.0,25946.28,1999,Active,2023-09-07
CC000080,C13098,Classic,72100.0,47558.89,0,Active,2025-04-12
CC000081,C10546,Signature,20000.0,9326.59,2999,Active,2024-07-11
CC000082,C08568,Gold,87300.0,57832.65,499,Active,2022-04-04
CC000083,C07099,Gold,33500.0,10741.18,1999,Active,2023-05-21
CC000084,C05743,Gold,67500.0,9744.1,0,Active,2022-07-20
CC000085,C13996,Platinum,29800.0,1640.48,1999,Active,2022-06-18
CC000086,C14919,Classic,43000.0,13740.84,2999,Active,2022-09-21
CC000087,C12292,Gold,40100.0,7065.54,0,Active,2025-11-07
CC000088,C02362,Classic,71900.0,18561.8,499,Active,2022-06-30
CC000089,C07463,Platinum,62800.0,26644.0,0,Active,2023-11-05
CC000090,C13060,Platinum,112700.0,11721.08,999,Active,2025-12-12
CC000091,C01210,Gold,83300.0,32157.48,999,Active,2025-12-15
CC000092,C03695,Platinum,49700.0,12272.99,0,Active,2024-03-04
CC000093,C07735,Signature,23900.0,9038.85,499,Active,2024-11-12
CC000094,C01298,Classic,38400.0,15040.85,1999,Active,2024-02-07
CC000095,C09646,Gold,24000.0,9017.13,0,Active,2022-09-06
CC000096,C09779,Gold,105200.0,29541.26,0,Active,2025-02-19
CC000097,C05916,Platinum,43700.0,14584.22,0,Active,2025-01-26
CC000098,C12190,Platinum,49200.0,18073.09,499,Active,2022-08-05
CC000099,C10361,Platinum,35000.0,6509.32,999,Active,2024-09-21
CC000100,C08061,Platinum,20000.0,3508.87,999,Active,2022-12-23
CC000101,C00240,Platinum,114600.0,36919.67,499,Active,2025-06-20
CC000102,C00604,Classic,67700.0,14409.43,499,Active,2022-08-07
CC000103,C07745,Classic,218100.0,85437.97,999,Active,2023-05-24
CC000104,C05063,Platinum,77100.0,20489.93,499,Active,2024-03-24
CC000105,C03465,Gold,160100.0,34670.99,499,Active,2024-11-29
CC000106,C07992,Classic,71600.0,16979.2,999,Active,2025-01-25
CC000107,C08087,Gold,24200.0,5586.29,499,Active,2023-08-31
CC000108,C12772,Gold,83900.0,26863.05,999,Active,2023-03-31
CC000109,C05039,Platinum,39400.0,15969.26,999,Active,2022-09-04
CC000110,C01636,Platinum,68800.0,41470.7,0,Active,2024-08-01
CC000111,C01920,Gold,74400.0,41347.25,0,Active,2024-04-03
CC000112,C01397,Platinum,74200.0,27598.72,0,Active,2025-10-06
CC000113,C02204,Gold,39800.0,18275.04,0,Active,2022-06-01
CC000114,C05143,Classic,36600.0,4075.53,499,Active,2024-11-19
CC000115,C11210,Classic,48100.0,19171.0,1999,Active,2025-12-10
CC000116,C13019,Classic,65800.0,38551.64,499,Active,2025-09-12
CC000117,C10681,Signature,20000.0,400.0,999,Active,2022-03-31
CC000118,C03397,Classic,139200.0,31149.93,0,Active,2023-07-06
CC000119,C10332,Gold,21000.0,10922.56,2999,Active,2025-05-15
CC000120,C02626,Gold,80600.0,18670.54,499,Active,2025-05-07
CC000121,C06941,Gold,42200.0,8288.51,999,Active,2025-09-23
CC000122,C05576,Gold,78200.0,9875.37,1999,Active,2023-10-27
CC000123,C10394,Gold,50700.0,15723.95,1999,Active,2024-03-10
CC000124,C10209,Classic,23700.0,3545.58,0,Active,2024-04-03
CC000125,C03316,Gold,37800.0,12090.26,0,Active,2022-08-08
CC000126,C00087,Gold,78200.0,13820.81,0,Active,2025-11-06
CC000127,C03756,Signature,20500.0,11669.48,499,Active,2025-06-06
CC000128,C07548,Gold,82500.0,42191.67,1999,Active,2023-10-18
CC000129,C11325,Classic,38900.0,27508.93,0,Active,2024-02-15
CC000130,C02797,Signature,107500.0,6378.71,1999,Active,2025-12-09
CC000131,C11742,Classic,36500.0,24402.22,499,Active,2023-08-09
CC000132,C12326,Gold,48400.0,7379.31,1999,Active,2025-01-28
CC000133,C01641,Gold,170500.0,43057.14,499,Active,2023-11-06
CC000134,C03510,Gold,55900.0,19437.33,499,Active,2022-12-03
CC000135,C12100,Signature,35900.0,6136.33,999,Active,2024-02-02
CC000136,C14011,Gold,85800.0,35120.15,999,Closed,2022-02-05
CC000137,C13307,Gold,110400.0,23108.23,0,Active,2022-09-14
CC000138,C13908,Classic,57000.0,17991.97,0,Active,2022-03-09
CC000139,C00978,Classic,78900.0,13673.81,999,Active,2025-09-11
CC000140,C14298,Platinum,158800.0,65258.29,0,Active,2025-06-22
CC000141,C11022,Classic,53000.0,20617.26,1999,Active,2022-10-01
CC000142,C07296,Classic,99700.0,45377.62,0,Closed,2024-12-12
CC000143,C13358,Gold,96000.0,2784.45,0,Closed,2024-08-02
CC000144,C10361,Gold,80800.0,40994.75,999,Active,2022-04-09
CC000145,C14804,Classic,48100.0,25940.98,999,Closed,2023-10-12
CC000146,C01517,Classic,56800.0,27488.86,0,Active,2025-10-17
CC000147,C10921,Classic,115500.0,25686.48,0,Active,2023-08-04
CC000148,C04276,Gold,48000.0,14420.74,2999,Active,2025-10-24
CC000149,C14266,Gold,20000.0,9284.24,0,Active,2024-10-05
CC000150,C12045,Gold,85400.0,12535.98,0,Closed,2022-03-09
CC000151,C06960,Platinum,43500.0,23124.42,1999,Active,2024-05-30
CC000152,C11906,Signature,81400.0,47078.49,1999,Active,2024-04-09
CC000153,C01864,Classic,20000.0,5376.37,499,Active,2025-06-23
CC000154,C12085,Gold,37500.0,12640.35,499,Active,2023-10-09
CC000155,C10394,Classic,123900.0,13654.44,999,Active,2025-10-22
CC000156,C09776,Classic,63400.0,16124.09,999,Active,2022-08-03
CC000157,C04332,Gold,145500.0,41309.09,0,Active,2025-01-17
CC000158,C03716,Classic,32500.0,6370.68,0,Active,2024-11-21
CC000159,C06036,Classic,110100.0,24204.66,0,Active,2025-07-13
CC000160,C07461,Platinum,138200.0,65627.22,499,Active,2025-04-12
CC000161,C10987,Signature,174400.0,108033.46,999,Active,2025-09-06
CC000162,C07438,Gold,27700.0,9900.24,999,Active,2025-05-30
CC000163,C05750,Platinum,77300.0,30745.16,499,Closed,2025-10-01
CC000164,C06330,Classic,30900.0,7976.05,0,Blocked,2024-10-31
CC000165,C07246,Gold,22300.0,7543.65,0,Active,2022-11-09
CC000166,C06237,Signature,36700.0,6679.02,1999,Active,2023-07-01
CC000167,C08344,Classic,38900.0,11154.69,0,Active,2023-02-21
CC000168,C02979,Signature,44700.0,7750.54,0,Active,2023-07-21
CC000169,C02876,Classic,38000.0,15010.75,999,Active,2022-09-01
CC000170,C00009,Classic,20000.0,5889.6,0,Active,2024-12-23
CC000171,C12404,Gold,106300.0,9179.9,1999,Active,2023-08-15
CC000172,C13512,Classic,72700.0,23628.28,1999,Active,2023-11-03
CC000173,C13370,Classic,48700.0,11865.25,0,Active,2024-03-15
CC000174,C08874,Gold,24000.0,5653.0,499,Active,2024-09-08
CC000175,C03436,Gold,49300.0,19595.36,0,Active,2022-05-20
CC000176,C04062,Gold,42500.0,15278.54,499,Active,2024-07-07
CC000177,C10025,Platinum,22900.0,5700.0,999,Active,2022-01-03
CC000178,C09312,Signature,41900.0,6571.3,0,Active,2023-12-05
CC000179,C01034,Platinum,42800.0,17984.39,0,Active,2023-11-03
CC000180,C02914,Gold,38900.0,15743.28,499,Active,2024-02-23
CC000181,C00158,Signature,74700.0,26125.17,2999,Active,2025-06-25
CC000182,C13793,Platinum,35600.0,3722.17,0,Active,2022-12-31
CC000183,C01972,Classic,30000.0,16824.83,0,Active,2024-02-05
CC000184,C11384,Gold,63800.0,9004.04,0,Active,2022-11-24
CC000185,C01442,Platinum,48100.0,23458.4,499,Active,2024-07-22
CC000186,C01536,Gold,43200.0,8807.34,999,Active,2022-03-04
CC000187,C03372,Classic,40500.0,8757.02,999,Active,2025-11-12
CC000188,C14517,Classic,61500.0,30978.82,0,Active,2022-05-30
CC000189,C14164,Gold,117000.0,18445.35,999,Active,2022-08-19
CC000190,C05567,Gold,56600.0,16830.1,0,Active,2025-09-28
CC000191,C03834,Classic,109000.0,16448.55,1999,Active,2023-09-05
CC000192,C07429,Gold,43600.0,15501.37,999,Active,2024-04-04
CC000193,C11439,Gold,63800.0,32355.06,1999,Active,2022-08-07
CC000194,C05659,Platinum,49100.0,4670.59,2999,Active,2023-03-31
CC000195,C06302,Platinum,37300.0,16871.29,999,Active,2023-11-28
CC000196,C02723,Platinum,43800.0,10939.17,999,Active,2024-11-05
CC000197,C11208,Classic,100100.0,49084.82,2999,Active,2022-03-14
CC000198,C10918,Signature,77000.0,29938.32,999,Active,2024-12-28
CC000199,C04318,Platinum,65800.0,13433.41,0,Active,2023-07-17
CC000200,C05992,Gold,40600.0,34546.77,0,Active,2022-12-21
CC000201,C07810,Classic,42400.0,13447.32,499,Active,2023-10-03
CC000202,C06861,Platinum,20000.0,8523.45,999,Active,2024-09-04
CC000203,C00115,Gold,49800.0,10691.05,0,Active,2022-10-29
CC000204,C04169,Classic,22300.0,18838.7,1999,Active,2025-04-12
CC000205,C08270,Classic,20000.0,7947.14,0,Active,2023-12-21
CC000206,C08673,Classic,62500.0,24095.88,1999,Active,2023-07-28
CC000207,C06822,Classic,29500.0,6722.46,499,Closed,2024-02-10
CC000208,C02579,Classic,38900.0,4635.21,999,Active,2023-09-04
CC000209,C08303,Classic,53500.0,11298.77,499,Active,2022-10-07
CC000210,C01949,Platinum,20700.0,9729.34,0,Active,2024-09-13
CC000211,C12304,Gold,20000.0,1157.0,0,Active,2023-05-12
CC000212,C12447,Gold,80400.0,13549.14,499,Active,2024-10-24
CC000213,C02699,Classic,50900.0,21294.61,499,Active,2024-07-19
CC000214,C11362,Gold,23000.0,2482.92,1999,Active,2022-01-22
CC000215,C08201,Classic,28900.0,8464.05,499,Active,2024-01-21
CC000216,C01281,Gold,46300.0,13078.74,999,Active,2025-12-27
CC000217,C10939,Classic,20000.0,3414.42,499,Active,2025-12-15
CC000218,C00784,Platinum,30100.0,9996.28,0,Active,2022-09-07
CC000219,C01578,Classic,62000.0,29910.91,499,Active,2025-02-07
CC000220,C09124,Gold,34600.0,10490.9,999,Active,2025-12-07
CC000221,C03830,Gold,45000.0,13095.94,2999,Active,2024-05-16
CC000222,C07860,Signature,54500.0,26332.85,499,Active,2025-08-17
CC000223,C04296,Classic,48700.0,11005.16,499,Active,2025-04-24
CC000224,C01470,Classic,44300.0,5546.13,999,Active,2022-06-08
CC000225,C00968,Gold,20000.0,4131.8,0,Active,2024-03-08
CC000226,C00433,Classic,70800.0,13062.21,0,Active,2025-11-29
CC000227,C06683,Classic,106900.0,59793.26,499,Active,2024-02-08
CC000228,C11282,Platinum,83500.0,2794.92,1999,Closed,2022-10-19
CC000229,C10655,Gold,42100.0,7417.9,499,Active,2022-02-14
CC000230,C03364,Gold,23300.0,13357.26,999,Active,2023-12-17
CC000231,C02981,Platinum,125300.0,48000.86,999,Blocked,2023-11-06
CC000232,C03455,Classic,38100.0,6442.27,499,Active,2025-04-06
CC000233,C06981,Platinum,43600.0,10767.54,2999,Active,2023-08-31
CC000234,C11865,Classic,53700.0,4310.68,999,Active,2024-10-24
CC000235,C04764,Platinum,27000.0,1320.58,0,Active,2023-05-23
CC000236,C06072,Gold,20000.0,1746.98,999,Active,2025-11-04
CC000237,C09030,Classic,20000.0,3589.61,0,Active,2024-06-24
CC000238,C05678,Signature,29400.0,5124.38,499,Active,2022-07-25
CC000239,C00826,Classic,29900.0,2766.58,999,Active,2024-11-04
CC000240,C04225,Platinum,43900.0,20159.35,0,Active,2025-01-07
CC000241,C04675,Platinum,59200.0,17550.14,999,Active,2025-05-09
CC000242,C14423,Classic,29400.0,7954.79,999,Active,2022-03-09
CC000243,C00725,Classic,65400.0,27785.44,499,Active,2024-02-17
CC000244,C13526,Gold,20000.0,10712.81,1999,Closed,2025-03-22
CC000245,C11153,Platinum,22900.0,1721.91,1999,Active,2022-09-29
CC000246,C14153,Classic,51900.0,19805.01,999,Active,2022-09-24
CC000247,C09096,Platinum,61600.0,29934.06,1999,Active,2022-10-26
CC000248,C04269,Gold,20000.0,5327.88,0,Active,2024-11-26
CC000249,C06326,Classic,33800.0,16014.38,499,Active,2024-11-13
CC000250,C10746,Signature,54500.0,17523.94,999,Closed,2025-03-30
CC000251,C05974,Classic,94100.0,24159.89,1999,Active,2024-06-21
CC000252,C14227,Platinum,34500.0,23252.86,999,Active,2024-04-01
CC000253,C05777,Classic,46500.0,8842.93,999,Active,2025-10-27
CC000254,C12731,Platinum,49000.0,7228.98,499,Active,2023-03-20
CC000255,C07208,Gold,20800.0,3853.43,499,Active,2025-05-25
CC000256,C13073,Classic,85900.0,14113.63,999,Active,2025-09-01
CC000257,C09275,Platinum,39500.0,9703.74,0,Active,2022-08-09
CC000258,C06619,Classic,51600.0,23235.06,499,Active,2022-07-12
CC000259,C03767,Classic,21800.0,2838.33,999,Active,2024-04-15
CC000260,C10234,Platinum,43200.0,11603.7,499,Active,2025-03-24
CC000261,C06006,Platinum,68500.0,39035.92,0,Active,2023-05-27
CC000262,C11333,Classic,38800.0,7649.31,0,Active,2023-06-11
CC000263,C05006,Classic,72900.0,6881.58,999,Active,2024-04-27
CC000264,C07020,Classic,24700.0,8200.9,0,Active,2025-04-02
CC000265,C10778,Classic,43800.0,10515.85,1999,Active,2023-09-15
CC000266,C01587,Platinum,21800.0,4247.56,499,Active,2022-03-19
CC000267,C02120,Platinum,82600.0,25642.54,1999,Active,2024-11-18
CC000268,C14731,Gold,32800.0,19825.0,499,Active,2025-08-31
CC000269,C13375,Classic,58700.0,10347.32,1999,Active,2022-01-31
CC000270,C11995,Classic,20000.0,1973.76,0,Active,2023-09-29
CC000271,C00231,Classic,66700.0,24524.0,1999,Active,2025-07-30
CC000272,C08872,Gold,26800.0,4869.04,1999,Active,2022-12-26
CC000273,C13594,Gold,75000.0,22265.35,1999,Active,2024-10-27
CC000274,C04162,Platinum,40500.0,7858.14,999,Active,2024-03-14
CC000275,C04674,Classic,74700.0,4281.3,0,Active,2025-10-31
CC000276,C00192,Platinum,57900.0,2740.15,1999,Active,2023-05-03
CC000277,C04195,Platinum,162500.0,10024.79,999,Closed,2024-10-21
CC000278,C04323,Platinum,40500.0,11759.35,0,Active,2023-10-03
CC000279,C03844,Platinum,100100.0,39208.59,1999,Active,2023-02-01
CC000280,C00806,Platinum,23900.0,1610.42,2999,Active,2025-07-04
CC000281,C03569,Signature,34400.0,23198.89,499,Active,2022-09-22
CC000282,C11443,Classic,20000.0,3416.51,499,Active,2024-12-23
CC000283,C14339,Gold,20000.0,7434.49,999,Active,2023-11-17
CC000284,C00861,Platinum,20000.0,6929.03,1999,Active,2022-06-12
CC000285,C08605,Classic,56500.0,9471.96,999,Active,2024-12-10
CC000286,C01302,Classic,62700.0,14326.42,499,Active,2025-05-10
CC000287,C00040,Gold,74500.0,30574.74,499,Active,2022-03-26
CC000288,C11563,Platinum,72400.0,26670.65,0,Active,2024-05-13
CC000289,C05448,Signature,20800.0,3819.14,999,Active,2023-09-21
CC000290,C12038,Classic,56100.0,15395.33,499,Active,2025-09-03
CC000291,C08401,Platinum,63700.0,9199.14,499,Active,2023-12-05
CC000292,C14099,Gold,54500.0,9785.11,499,Active,2024-02-09
CC000293,C01449,Signature,40100.0,19329.56,499,Closed,2025-05-02
CC000294,C01745,Gold,47800.0,32820.22,499,Active,2022-06-20
CC000295,C04503,Gold,26500.0,8949.27,0,Active,2024-07-03
CC000296,C01525,Classic,80600.0,24847.66,0,Active,2023-10-03
CC000297,C08265,Gold,20000.0,10019.49,499,Active,2024-01-22
CC000298,C12890,Signature,21700.0,5132.96,499,Active,2023-03-07
CC000299,C11316,Gold,64400.0,34809.43,999,Active,2022-12-10
CC000300,C12557,Classic,28800.0,1731.3,999,Active,2025-09-03
CC000301,C06770,Signature,20000.0,4495.13,1999,Active,2025-03-15
CC000302,C08495,Classic,39000.0,4404.75,0,Active,2025-12-27
CC000303,C14161,Classic,149800.0,54494.51,499,Active,2024-02-10
CC000304,C02265,Classic,34800.0,16592.02,499,Active,2024-09-21
CC000305,C00625,Gold,26600.0,9759.31,499,Active,2023-06-22
CC000306,C11041,Platinum,28500.0,12128.17,2999,Active,2022-07-10
CC000307,C14943,Gold,33500.0,10846.79,0,Active,2023-10-29
CC000308,C05500,Gold,69800.0,32930.75,499,Active,2024-02-18
CC000309,C06004,Classic,76000.0,39081.45,0,Active,2022-04-27
CC000310,C00065,Classic,20000.0,8764.55,1999,Active,2025-10-11
CC000311,C02464,Classic,37500.0,9502.01,1999,Active,2024-01-14
CC000312,C10834,Gold,30000.0,16415.22,999,Active,2023-11-21
CC000313,C09717,Gold,154000.0,71596.34,0,Closed,2022-05-15
CC000314,C14661,Platinum,118400.0,32159.35,999,Active,2023-02-13
CC000315,C11994,Classic,139500.0,65768.31,499,Active,2022-05-26
CC000316,C03258,Gold,23900.0,2679.21,0,Active,2023-05-26
CC000317,C08005,Gold,28400.0,16512.22,999,Active,2022-04-20
CC000318,C12510,Classic,66400.0,26574.27,999,Active,2022-06-06
CC000319,C11409,Gold,39800.0,6879.82,1999,Active,2025-04-30
CC000320,C07633,Platinum,31400.0,10942.21,999,Active,2023-06-21
CC000321,C00334,Platinum,22500.0,5478.68,0,Active,2022-02-16
CC000322,C03550,Classic,152400.0,19660.07,999,Active,2023-08-02
CC000323,C13653,Classic,22200.0,11313.58,999,Active,2025-03-28
CC000324,C03434,Gold,73300.0,39743.77,0,Active,2022-07-01
CC000325,C07324,Classic,35200.0,3294.74,999,Active,2022-12-04
CC000326,C12463,Platinum,223800.0,97492.94,999,Active,2023-05-15
CC000327,C13398,Signature,32000.0,10856.85,499,Active,2025-02-21
CC000328,C05512,Gold,64000.0,42745.62,999,Active,2025-05-06
CC000329,C11376,Signature,35400.0,15990.91,0,Blocked,2025-08-01
CC000330,C00164,Classic,35200.0,13101.95,0,Blocked,2024-02-15
CC000331,C14151,Classic,108600.0,22260.18,499,Active,2024-09-06
CC000332,C03593,Classic,43900.0,20555.34,999,Active,2022-10-27
CC000333,C11613,Gold,53400.0,13128.55,1999,Active,2023-05-01
CC000334,C04209,Platinum,91800.0,11375.24,0,Active,2025-11-25
CC000335,C08634,Classic,56300.0,31375.21,999,Active,2024-04-12
CC000336,C02844,Signature,20000.0,2834.55,0,Active,2022-05-23
CC000337,C08455,Platinum,28100.0,3807.63,499,Active,2022-06-25
CC000338,C06482,Platinum,64700.0,11757.17,499,Closed,2025-11-21
CC000339,C11424,Platinum,62700.0,23099.08,0,Active,2025-10-27
CC000340,C08231,Gold,20000.0,400.0,0,Closed,2025-09-17
CC000341,C10317,Gold,21100.0,11670.45,499,Active,2022-08-31
CC000342,C12148,Classic,36900.0,13000.03,0,Active,2025-11-24
CC000343,C06598,Classic,20000.0,8170.82,0,Closed,2023-11-19
CC000344,C13589,Classic,78300.0,12743.61,999,Active,2024-01-03
CC000345,C04703,Platinum,20000.0,7666.83,1999,Active,2023-02-19
CC000346,C00430,Platinum,49800.0,17294.56,999,Active,2024-11-13
CC000347,C05050,Gold,65900.0,11813.74,1999,Closed,2022-12-29
CC000348,C11311,Classic,47400.0,13360.93,2999,Active,2023-10-08
CC000349,C01605,Gold,27000.0,17973.83,0,Active,2024-04-10
CC000350,C05324,Platinum,22900.0,7208.15,999,Active,2023-12-07
CC000351,C03490,Classic,20400.0,7539.76,0,Active,2025-04-17
CC000352,C07791,Platinum,41200.0,4076.8,0,Active,2023-10-22
CC000353,C13055,Platinum,36400.0,12616.24,999,Active,2024-11-07
CC000354,C06087,Platinum,31100.0,22433.68,0,Active,2024-11-17
CC000355,C04703,Classic,57300.0,17123.88,499,Active,2025-09-01
CC000356,C02113,Classic,20000.0,3990.75,0,Active,2025-02-16
CC000357,C04022,Platinum,149900.0,11924.86,0,Active,2022-08-25
CC000358,C13546,Classic,47600.0,17658.16,499,Active,2022-08-09
CC000359,C04375,Classic,39600.0,6564.73,999,Active,2023-11-28
CC000360,C12256,Classic,39500.0,5079.39,499,Active,2022-01-21
CC000361,C04745,Platinum,47100.0,8828.23,1999,Active,2024-02-02
CC000362,C04369,Platinum,24000.0,13622.75,0,Active,2022-10-10
CC000363,C06833,Gold,135600.0,37002.57,1999,Active,2022-03-24
CC000364,C07885,Classic,29100.0,4341.84,499,Active,2022-02-19
CC000365,C00369,Platinum,50200.0,20330.22,0,Active,2025-08-20
CC000366,C02157,Classic,47000.0,8720.83,499,Blocked,2023-02-18
CC000367,C02992,Platinum,44700.0,11998.59,0,Active,2022-02-06
CC000368,C03229,Classic,122700.0,23364.43,0,Active,2022-05-15
CC000369,C03822,Classic,97800.0,35706.33,499,Active,2023-09-10
CC000370,C02778,Classic,28900.0,9780.36,0,Active,2024-08-19
CC000371,C06608,Classic,32500.0,16379.46,999,Active,2022-11-30
CC000372,C07222,Gold,81300.0,23709.39,1999,Active,2022-11-23
CC000373,C05085,Gold,34200.0,6993.5,1999,Active,2023-08-06
CC000374,C05470,Classic,20000.0,7328.33,0,Active,2023-05-15
CC000375,C04537,Classic,63800.0,13856.85,999,Active,2023-07-08
CC000376,C02390,Platinum,44800.0,7709.63,499,Active,2022-06-22
CC000377,C04888,Platinum,38800.0,2729.91,1999,Closed,2022-03-12
CC000378,C08475,Signature,40800.0,14727.68,499,Active,2023-01-31
CC000379,C02111,Gold,110900.0,26929.8,499,Active,2023-11-03
CC000380,C04145,Gold,20000.0,4221.95,499,Active,2023-10-24
CC000381,C11200,Platinum,62300.0,30460.42,1999,Active,2022-10-13
CC000382,C13181,Platinum,47700.0,7908.6,499,Active,2024-07-10
CC000383,C03672,Platinum,74200.0,35720.7,0,Active,2024-06-03
CC000384,C11664,Classic,33300.0,8458.03,0,Closed,2025-09-21
CC000385,C09741,Signature,20000.0,3621.65,0,Active,2024-01-13
CC000386,C10226,Signature,83700.0,15546.42,499,Active,2022-03-30
CC000387,C05678,Classic,20000.0,4848.14,499,Active,2022-09-12
CC000388,C08727,Classic,150300.0,51028.15,0,Active,2024-08-09
CC000389,C12064,Classic,20000.0,12874.11,0,Active,2025-09-09
CC000390,C02354,Platinum,40500.0,23188.75,999,Active,2025-12-22
